state,county,station,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,plant_acres,harvest_acres,yield_acres,bales
AL,Barbour,USC00011725,1978,238,434,1134,1857,2166,2548,2647,2546,2488,1822,1625,837,1800,1800,634.666666667,2380
AL,Barbour,USC00011725,1979,327,643,1378,1859,2128,2384,2549,2563,2241,1737,1319,808,2160,2160,557.777777778,2510
AL,Barbour,USC00011725,1980,895,665,1157,1672,2134,2513,2715,2669,2539,1590,1163,744,2890,2880,416.666666667,2500
AL,Barbour,USC00011725,1981,429,902,1175,1959,1993,2646,2718,2489,2211,1666,1311,663,4250,4190,561.336515513,4900
AL,Barbour,USC00011725,1982,613,1104,1521,1670,2212,2527,2570,2512,2207,1833,1390,1172,4090,3930,690.076335878,5650
AL,Barbour,USC00011725,1983,566,827,1133,1505,2107,2327,2672,2621,2200,1898,1294,683,3130,2980,497.718120805,3090
AL,Barbour,USC00011725,1984,622,1108,1341,1693,2112,2501,2487,2444,2213,2084,1130,1346,4840,4790,781.628392484,7800
AL,Barbour,USC00011725,1985,310,768,1530,1754,2087,2448,2541,2514,2172,1983,1753,637,5650,5650,730.619469027,8600
AL,Barbour,USC00011725,1986,626,1111,1284,1749,2177,2619,2730,2553,2409,1919,1652,913,4290,4290,507.972027972,4540
AL,Barbour,USC00011725,1987,701,925,1394,1601,2237,2475,2616,2717,2394,1540,1464,1138,4500,4450,449.797752809,4170
AL,Barbour,USC00011725,1988,543,850,1286,1782,2042,2472,2523,2645,2319,1611,1447,950,5700,5700,538.947368421,6400
AL,Barbour,USC00011725,1989,1174,993,1463,1618,2002,2428,2524,2490,2211,1730,1346,411,4300,4270,584.543325527,5200
AL,Barbour,USC00011725,1990,1088,1336,1560,1658,2178,2518,2610,2772,2500,1914,1531,1161,4770,4750,483.031578947,4780
AL,Barbour,USC00011725,1991,780,1084,1505,1969,2301,2451,2623,2530,2368,1918,1146,1077,4480,4470,934.228187919,8700
AL,Barbour,USC00011725,1992,739,1170,1331,1668,2018,2397,2631,2431,2315,1707,1239,918,4800,4740,830.379746835,8200
AL,Barbour,USC00011725,1993,1048,850,1162,1480,2069,2535,2733,2612,2416,1825,1144,841,5080,5050,438.178217822,4610
AL,Barbour,USC00011725,1994,588,1151,1441,1856,2083,2471,2451,2478,2225,1742,1507,1002,4930,4700,688.340425532,6740
AL,Barbour,USC00011725,1996,688,1024,1111,1484,2294,2431,2647,2529,2251,1661,1202,962,8620,8600,723.348837209,12960
AL,Barbour,USC00011725,1997,843,1104,1691,1495,1928,2308,2639,2524,2351,1784,997,865,9850,9820,478.533604888,9790
AL,Barbour,USC00011725,1998,902,989,1206,1698,2342,2801,2790,2665,2499,1890,1596,1118,7200,7200,566.666666667,8500
AL,Barbour,USC00011725,1999,892,1130,1162,1920,2044,2481,2683,2780,2259,1799,1328,845,6000,6000,616,7700
AL,Barbour,USC00011725,2001,563,1265,1138,1744,2163,2467,2640,2567,2190,1625,1479,1085,5500,5300,652.075471698,7200
AL,Barbour,USC00011725,2002,868,849,1376,2002,2207,2497,2677,2615,2510,2075,1115,749,5800,5700,437.894736842,5200
AL,Barbour,USC00011725,2003,571,972,1548,1775,2242,2497,2617,2629,2286,1774,1535,669,4700,4600,782.608695652,7500
AL,Barbour,USC00011725,2004,718,795,1522,1611,2254,2542,2646,2530,2277,1966,1474,732,6000,6000,664.8,8310
AL,Barbour,USC00011725,2005,997,1114,1204,1584,2027,2492,2695,2668,2501,1782,1398,749,5900,5900,829.830508475,10200
AL,Barbour,USC00011725,2006,1112,865,1417,2007,2174,2564,2773,2765,2279,1665,1241,1061,6500,6200,627.096774194,8100
AL,Barbour,USC00011725,2007,920,756,1548,1588,2136,2558,2652,2858,2410,1935,1259,1141,5100,4800,640,6400
AL,Barbour,USC00011725,2008,712,1016,1301,1751,2173,2642,2658,2561,2366,1678,1159,1042,3600,3340,632.335329341,4400
AL,Bibb,USW00003881,1972,875,803,1245,1681,1966,2340,2478,2539,2464,1632,959,885,2070,2000,482.4,2010
AL,Bibb,USW00003881,1973,570,679,1534,1479,1903,2436,2590,2466,2431,1849,1341,738,1820,1790,429.05027933,1600
AL,Bibb,USW00003881,1974,1201,833,1518,1599,2142,2235,2519,2475,2076,1489,1090,865,2000,1850,467.027027027,1800
AL,Bibb,USW00003881,1975,889,1024,1177,1522,2167,2396,2500,2519,2061,1720,1177,689,1310,1300,264,715
AL,Bibb,USW00003881,1976,390,1164,1398,1690,1773,2352,2556,2447,2208,1413,740,534,1380,1370,315.328467153,900
AL,Bibb,USW00003881,1977,6,722,1367,1791,2174,2619,2717,2629,2358,1546,1276,652,1370,1370,204.96350365,585
AL,Bibb,USW00003881,1978,179,329,1003,1756,2062,2508,2664,2568,2447,1619,1490,693,1150,1150,342.260869565,820
AL,Bibb,USW00003881,1979,238,595,1268,1678,1983,2337,2550,2530,2156,1672,1149,723,1160,1160,378.620689655,915
AL,Bibb,USW00003881,1980,776,563,1093,1524,2012,2472,2779,2676,2484,1492,1058,655,855,850,457.411764706,810
AL,Bibb,USW00003881,1981,391,811,1128,1868,1873,2635,2707,2513,2130,1537,1274,563,690,685,539.562043796,770
AL,Bibb,USW00003881,1982,541,875,1361,1480,2154,2384,2581,2530,2162,1662,1156,1014,520,520,724.615384615,785
AL,Bibb,USW00003881,1983,526,750,1052,1395,1999,2326,2675,2683,2199,1763,1108,411,355,345,333.913043478,240
AL,Bibb,USW00003881,1984,402,867,1158,1533,1949,2452,2497,2430,2161,2041,1016,1243,480,470,714.893617021,700
AL,Bibb,USW00003881,1985,181,628,1429,1728,2058,2416,2484,2482,2190,1884,1544,436,430,430,753.488372093,675
AL,Bibb,USW00003881,1986,559,975,1285,1643,2113,2508,2672,2466,2422,1712,1356,632,420,420,605.714285714,530
AL,Bibb,USW00003881,1987,521,828,1275,1568,2225,2413,2583,2683,2246,1412,1279,1003,420,420,502.857142857,440
AL,Bibb,USW00003881,1988,400,688,1194,1628,1972,2455,2490,2595,2298,1440,1328,770,360,360,486.666666667,365
AL,Bibb,USW00003881,1989,960,755,1311,1545,1970,2343,2490,2500,2140,1600,1125,297,345,345,361.739130435,260
AL,Bibb,USW00003881,1990,908,1210,1392,1577,1972,2469,2537,2637,2399,1724,1344,1021,200,200,696,290
AL,Bibb,USW00003881,1991,707,988,1324,1793,2200,2382,2608,2557,2269,1794,969,946,200,200,864,360
AL,Blount,USC00016121,1972,708,664,1119,1621,1942,2259,2512,2539,2396,1538,946,877,11400,10900,398.532110092,9050
AL,Blount,USC00016121,1973,500,563,1443,1449,1809,2432,2628,2480,2470,1835,1315,682,10000,9900,305.454545455,6300
AL,Blount,USC00016121,1974,1105,793,1493,1523,2060,2178,2570,2484,2023,1445,1069,662,11400,11200,355.714285714,8300
AL,Blount,USC00016121,1975,826,863,1016,1449,2130,2381,2470,2478,2010,1645,1126,620,5800,5700,327.578947368,3890
AL,Blount,USC00016121,1976,281,1010,1308,1506,1665,2259,2453,2413,2095,1329,597,400,4800,4500,245.333333333,2300
AL,Blount,USC00016121,1977,-132,555,1249,1702,2134,2554,2746,2688,2315,1448,1203,545,1840,1800,216,810
AL,Blount,USC00016121,1978,25,216,880,1604,1936,2451,2680,2617,2410,1492,1359,629,655,655,425.038167939,580
AL,Blount,USC00016121,1979,170,476,1158,1529,1963,2291,2518,2490,2124,1538,1039,644,480,470,352.340425532,345
AL,Blount,USC00016121,1980,605,389,951,1479,2001,2424,2860,2770,2490,1447,990,570,675,660,196.363636364,270
AL,Blount,USC00016121,1981,304,690,1003,1874,1856,2621,2727,2498,2076,1463,1148,472,770,745,496.10738255,770
AL,Blount,USC00016121,1982,414,759,1350,1388,2143,2369,2633,2541,2155,1649,1148,1009,455,450,592,555
AL,Blount,USC00016121,1983,437,728,1036,1238,1968,2296,2673,2754,2173,1687,1032,362,300,295,252.203389831,155
AL,Blount,USC00016121,1984,328,820,1068,1499,1925,2435,2510,2462,2131,1980,934,1138,920,910,395.604395604,750
AL,Blount,USC00016121,1985,114,563,1292,1686,2004,2451,2513,2500,2070,1839,1537,344,1230,1230,429.268292683,1100
AL,Blount,USC00016121,1986,424,946,1142,1582,2077,2525,2742,2539,2349,1697,1355,653,1300,1300,417.230769231,1130
AL,Blount,USC00016121,1987,497,787,1229,1447,2272,2465,2602,2724,2222,1302,1209,851,1330,1330,501.654135338,1390
AL,Blount,USC00016121,1988,315,618,1117,1612,1910,2446,2589,2700,2259,1382,1241,697,1570,1570,437.197452229,1430
AL,Blount,USC00016121,1989,870,754,1286,1476,1877,2367,2542,2515,2168,1549,1094,173,1160,1160,496.551724138,1200
AL,Blount,USC00016121,1990,871,1157,1320,1487,1980,2439,2593,2709,2409,1652,1273,904,1210,1200,408,1020
AL,Blount,USC00016121,1991,642,905,1257,1737,2207,2442,2722,2577,2270,1705,939,910,1610,1590,688.301886792,2280
AL,Blount,USC00016121,1992,578,948,1170,1541,1899,2283,2583,2330,2206,1532,1046,668,1370,1340,608.955223881,1700
AL,Blount,USC00016121,1993,809,623,1027,1396,1954,2448,2796,2618,2218,1590,969,611,1150,1100,388.363636364,890
AL,Blount,USC00016121,1994,351,850,1198,1691,1849,2486,2489,2442,2128,1677,1298,877,970,970,712.577319588,1440
AL,Blount,USC00016121,1995,628,709,1327,1644,2166,2314,2710,2765,2179,1586,802,595,1230,1230,421.463414634,1080
AL,Blount,USC00016121,1996,451,654,928,1497,2187,2461,2594,2468,2084,1594,1016,821,1000,1000,825.6,1720
AL,Blount,USC00016121,1999,875,895,1045,1853,2011,2377,2691,2681,2248,1613,1340,639,1400,1400,685.714285714,2000
AL,Blount,USC00016121,2000,755,1130,1356,1428,2235,2499,2779,2735,2315,1803,1014,253,1600,1600,540,1800
AL,Blount,USC00016121,2001,393,926,913,1717,2094,2350,2622,2563,2124,1532,1354,899,2200,2200,1047.27272727,4800
AL,Blount,USC00016121,2002,750,696,1142,1774,1989,2443,2679,2651,2434,1794,927,604,2100,2000,792,3300
AL,Blount,USC00016121,2003,212,759,1286,1645,2057,2334,2561,2607,2221,1633,1372,563,2050,2050,889.756097561,3800
AL,Bullock,USC00018438,1972,995,804,1290,1826,2016,2408,2557,2625,2583,1752,1109,996,1330,1310,241.832061069,660
AL,Bullock,USC00018438,1973,696,658,1492,1584,1981,2450,2644,2562,2501,1931,1406,746,680,660,370.909090909,510
AL,Bullock,USC00018438,1974,1368,895,1482,1708,2234,2337,2556,2559,2242,1599,1200,853,750,680,303.529411765,430
AL,Bullock,USC00018438,1976,532,1216,1496,1760,1871,2398,2604,2509,2268,1449,832,622,220,220,261.818181818,120
AL,Bullock,USC00018438,1981,443,892,1150,1882,1982,2738,2770,2533,2231,1713,1331,721,135,135,355.555555556,100
AL,Bullock,USC00018438,1982,691,1047,1523,1624,2223,2538,2650,2630,2270,1867,1388,1176,300,300,512,320
AL,Bullock,USC00018438,1983,537,877,1107,1448,2082,2423,2739,2712,2220,1843,1245,672,190,180,426.666666667,160
AL,Bullock,USC00018438,1984,591,1002,1300,1655,2147,2535,2616,2530,2299,2132,1204,1355,350,350,603.428571429,440
AL,Bullock,USC00018438,1985,368,906,1561,1805,2153,2632,2632,2647,2298,2041,1715,617,1300,1300,701.538461538,1900
AL,Bullock,USC00018438,1986,697,1162,1377,1746,2210,2667,2793,2554,2491,1872,1678,871,1190,1190,233.949579832,580
AL,Bullock,USC00018438,1987,686,968,1362,1562,2300,2480,2670,2770,2337,1437,1398,1071,1360,1350,309.333333333,870
AL,Bullock,USC00018438,1988,572,814,1305,1728,2005,2497,2587,2682,2412,1618,1469,877,600,600,312,390
AL,Bullock,USC00018438,1989,1102,993,1492,1657,2082,2499,2588,2627,2282,1753,1295,466,385,385,261.818181818,210
AL,Bullock,USC00018438,1990,1095,1325,1502,1645,2120,2556,2681,2741,2480,1886,1443,1124,490,490,382.040816327,390
AL,Bullock,USC00018438,1991,811,1135,1464,1923,2341,2499,2718,2577,2390,1845,1116,1041,350,340,268.235294118,190
AL,Bullock,USC00018438,1998,920,1005,1201,1656,2275,2712,2784,2628,2481,1941,1549,1263,1100,1100,379.636363636,870
AL,Butler,USC00013519,1988,575,743,1191,1663,1965,2463,2487,2538,2325,1513,1396,875,950,950,411.789473684,815
AL,Butler,USC00013519,1989,1145,993,1456,1637,2106,2444,2535,2594,2312,1759,1323,490,830,800,483,805
AL,Butler,USC00013519,1990,1066,1329,1457,1694,2141,2582,2638,2686,2472,1901,1458,1190,945,940,505.531914894,990
AL,Butler,USC00013519,1991,799,1101,1381,1902,2284,2433,2591,2562,2347,1879,1058,1047,570,565,743.362831858,875
AL,Butler,USC00013519,1994,584,1150,1375,1853,2072,2509,2480,2505,2311,1825,1502,1015,1080,1070,847.85046729,1890
AL,Butler,USC00013519,1995,719,965,1489,1770,2259,2419,2714,2720,2422,1850,1056,816,2300,2200,394.909090909,1810
AL,Calhoun,USW00013871,1999,880,1034,1061,1857,2041,2449,2684,2723,2269,1691,1270,803,2300,2300,438.260869565,2100
AL,Calhoun,USW00013871,2001,456,1042,1018,1795,2115,2435,2624,2583,2188,1546,1430,950,3800,3800,871.578947368,6900
AL,Calhoun,USW00013871,2002,770,702,1248,1863,2091,2512,2721,2723,2501,1926,999,626,3800,3700,609.72972973,4700
AL,Calhoun,USW00013871,2003,383,825,1411,1726,2089,2361,2587,2656,2277,1713,1435,657,3650,3650,907.397260274,6900
AL,Calhoun,USW00013871,2004,626,685,1467,1628,2263,2481,2629,2487,2300,2004,1399,703,2900,2900,1094.06896552,6610
AL,Calhoun,USW00013871,2005,891,1019,1139,1614,1938,2508,2706,2728,2520,1769,1317,563,3650,3650,1009.97260274,7680
AL,Calhoun,USW00013871,2006,1016,705,1294,1935,2202,2498,2759,2817,2223,1614,1144,932,4000,4000,724.8,6040
AL,Calhoun,USW00013871,2007,754,653,1521,1497,2199,2626,2609,2957,2456,1944,1123,1032,3050,2800,702.857142857,4100
AL,Calhoun,USW00013871,2009,670,809,1315,1590,2133,2583,2513,2575,2345,1653,1134,640,1700,1700,734.117647059,2600
AL,Calhoun,USW00013871,2010,364,405,1002,1759,2240,2705,2828,2842,2477,1742,1221,359,2400,2400,936,4680
AL,Calhoun,USW00013871,2011,413,917,1362,1815,1962,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3700,3690,941.788617886,7240
AL,Chambers,USC00014502,1972,929,760,1315,1713,1967,2289,2462,2536,2389,1681,1001,960,1380,1240,272.903225806,705
AL,Chambers,USC00014502,1973,578,669,1433,1444,1839,2402,2624,2485,2471,1811,1363,709,860,850,411.670588235,729
AL,Chambers,USC00014502,1974,1284,875,1514,1654,2187,2265,2545,2476,2086,1531,1110,751,950,900,480,900
AL,Chambers,USC00014502,1975,899,1021,1203,1628,2206,2408,2465,2558,2100,1751,1247,688,620,620,251.612903226,325
AL,Chambers,USC00014502,1976,426,1110,1400,1731,1868,2339,2546,2480,2221,1426,772,500,760,750,281.6,440
AL,Chambers,USC00014502,1977,3,709,1370,1830,2192,2607,2691,2562,2319,1514,1346,664,730,730,236.712328767,360
AL,Chambers,USC00014502,1978,112,396,1074,1683,2070,2555,2668,2549,2446,1680,1421,704,395,395,552.911392405,455
AL,Chambers,USC00014502,1979,294,570,1239,1620,1987,2236,2584,2582,2225,1656,1122,656,550,550,475.636363636,545
AL,Chambers,USC00014502,1980,737,521,1049,1601,2065,2466,2731,2667,2462,1499,1000,617,485,485,376.082474227,380
AL,Chambers,USC00014502,1981,301,764,982,1799,1850,2562,2607,2400,2160,1475,1213,472,510,510,545.882352941,580
AL,Chambers,USC00014502,1982,505,855,1439,1490,2155,2402,2548,2464,2086,1658,1130,886,400,400,432,360
AL,Chambers,USC00014502,1983,444,737,1052,1438,2004,2324,2646,2675,2134,1681,1045,429,265,260,369.230769231,200
AL,Chambers,USC00014502,1984,413,885,1154,1517,1964,2453,2492,2455,2171,2063,1041,1164,320,320,600,400
AL,Chambers,USC00014502,1985,289,714,1430,1750,2093,2516,2504,2506,2215,1947,1619,505,300,300,880,550
AL,Chambers,USC00014502,1986,586,1083,1246,1688,2153,2544,2701,2487,2387,1736,1472,675,270,270,337.777777778,190
AL,Chambers,USC00014502,1987,490,744,1199,1516,2208,2432,2585,2668,2270,1310,1262,919,290,290,529.655172414,320
AL,Chambers,USC00014502,1988,394,714,1147,1563,1849,2477,2546,2669,2247,1498,1183,816,320,320,487.5,325
AL,Chambers,USC00014502,1989,890,884,1318,1557,1926,2368,2494,2537,2188,1700,1149,190,320,320,637.5,425
AL,Chambers,USC00014502,1990,916,1111,1399,1635,1930,2466,2640,2729,2451,1848,1249,828,325,325,398.769230769,270
AL,Chambers,USC00014502,1991,658,975,1262,1831,2272,2382,2601,2532,2286,1725,1016,914,330,325,576,390
AL,Chambers,USC00014502,1992,634,1081,1239,1576,1936,2321,2609,2396,2251,1578,1048,682,390,390,627.692307692,510
AL,Chilton,USC00011694,1972,905,836,1262,1691,2005,2363,2523,2585,2478,1702,1049,978,6050,5950,463.865546218,5750
AL,Chilton,USC00011694,1973,608,676,1537,1507,1922,2428,2594,2489,2421,1900,1344,751,4810,4750,545.684210526,5400
AL,Chilton,USC00011694,1974,1238,816,1538,1598,2168,2260,2567,2498,2095,1514,1088,724,5300,5230,440.535372849,4800
AL,Chilton,USC00011694,1975,875,965,1159,1492,2173,2382,2466,2526,2083,1726,1202,701,3900,3840,290,2320
AL,Chilton,USC00011694,1976,445,1127,1429,1669,1764,2308,2533,2430,2166,1385,734,498,4260,4190,414.701670644,3620
AL,Chilton,USC00011694,1977,46,710,1369,1776,2172,2630,2714,2600,2341,1554,1276,647,4060,3870,202.170542636,1630
AL,Chilton,USC00011694,1978,193,361,1021,1715,2057,2489,2648,2572,2423,1541,1408,664,3890,3820,304.083769634,2420
AL,Chilton,USC00011694,1979,262,597,1278,1699,2036,2351,2572,2528,2231,1611,1172,741,3870,3830,386.005221932,3080
AL,Chilton,USC00011694,1980,792,581,1110,1546,2076,2474,2730,2674,2506,1476,1033,680,4030,4010,308.827930175,2580
AL,Chilton,USC00011694,1981,395,800,1080,1890,1916,2642,2684,2513,2116,1570,1230,574,4400,4400,310.909090909,2850
AL,Chilton,USC00011694,1982,567,876,1449,1517,2173,2424,2623,2570,2202,1769,1274,1127,3250,3170,514.826498423,3400
AL,Chilton,USC00011694,1983,535,810,1037,1377,1983,2342,2697,2700,2167,1709,1128,549,2300,2270,268.546255507,1270
AL,Chilton,USC00011694,1984,496,878,1200,1574,2025,2469,2542,2469,2211,2031,1079,1260,2080,2060,629.126213592,2700
AL,Chilton,USC00011694,1985,279,704,1462,1748,2165,2509,2586,2552,2198,1995,1617,503,2030,2030,874.876847291,3700
AL,Chilton,USC00011694,1986,532,1067,1246,1601,2144,2591,2753,2557,2413,1761,1452,721,2130,2130,378.591549296,1680
AL,Chilton,USC00011694,1987,559,866,1250,1544,2252,2440,2623,2732,2263,1396,1274,1005,1880,1880,436.595744681,1710
AL,Chilton,USC00011694,1988,446,731,1197,1626,1970,2462,2544,2677,2321,1472,1326,793,1700,1700,722.823529412,2560
AL,Chilton,USC00011694,1989,985,877,1352,1560,2001,2417,2553,2562,2232,1645,1187,337,1640,1640,491.707317073,1680
AL,Chilton,USC00011694,1990,949,1242,1400,1577,2041,2499,2622,2721,2463,1777,1332,1045,1770,1760,308.181818182,1130
AL,Chilton,USC00011694,1991,745,1027,1378,1840,2245,2437,2659,2523,2259,1733,964,945,1900,1880,480,1880
AL,Chilton,USC00011694,1992,605,1072,1275,1564,1939,2340,2643,2396,2243,1598,1093,785,1700,1670,658.203592814,2290
AL,Chilton,USC00011694,1993,925,740,1108,1476,1989,2482,2757,2611,2285,1644,922,684,1630,1610,453.167701863,1520
AL,Chilton,USC00011694,1994,461,983,1336,1751,2006,2492,2482,2457,2157,1693,1404,958,1360,1260,735.238095238,1930
AL,Chilton,USC00011694,1996,589,815,1046,1529,2230,2436,2594,2519,2146,1677,1103,874,1030,1030,573.203883495,1230
AL,Chilton,USC00011694,1998,809,889,1125,1585,2273,2627,2720,2629,2452,1856,1370,1049,1600,1600,480,1600
AL,Chilton,USC00011694,1999,930,1069,1124,1911,2023,2428,2670,2697,2184,1681,1309,790,1600,1600,480,1600
AL,Chilton,USC00011694,2000,790,1105,1478,1509,2284,2476,2751,2633,2235,1768,1094,333,1400,1400,342.857142857,1000
AL,Clarke,USC00014193,1972,1188,1049,1488,1858,2195,2479,2609,2681,2627,1879,1135,1097,1080,1070,264.672897196,590
AL,Clarke,USC00014193,1973,801,876,1663,1654,2159,2582,2737,2546,2446,2019,1567,950,790,780,215.384615385,350
AL,Clarke,USC00014193,1974,1496,1043,1659,1753,2353,2362,2690,2598,2280,1653,1261,1062,1300,1200,168,420
AL,Clarke,USC00014193,1975,1124,1274,1411,1668,2312,2530,2655,2593,2222,1871,1332,883,250,200,336,140
AL,Clarke,USC00014193,1984,657,1034,1349,1773,2169,2535,2623,2548,2344,2144,1223,1468,200,200,240,100
AL,Clarke,USC00014193,1985,474,865,1642,1866,2249,2608,2605,2519,2336,2076,1727,741,280,280,342.857142857,200
AL,Clarke,USC00014193,1986,788,1238,1415,1769,2241,2673,2811,2663,2524,1867,1625,974,250,250,249.6,130
AL,Clarke,USC00014193,1987,786,1114,1421,1656,2331,2516,2710,2707,2371,1496,1434,1181,100,100,384,80
AL,Clarke,USC00014193,1999,1242,1230,1326,2038,2148,2558,2719,2827,2263,1833,1367,981,1100,1100,305.454545455,700
AL,Clarke,USC00014193,2000,1017,1335,1659,1659,2402,2571,2831,2796,2422,1846,1239,606,1400,800,360,600
AL,Clarke,USC00014193,2001,655,1376,1237,1907,2185,2489,2674,2612,2289,1684,1600,1173,1300,1300,516.923076923,1400
AL,Cleburne,USC00013775,1972,707,554,1110,1560,1877,2196,2484,2532,2343,1538,925,850,85,20,120,5
AL,Cleburne,USC00013775,1973,462,534,1424,1401,1719,2431,2652,2494,2404,1788,1197,590,2,2,480,2
AL,Coffee,USC00012675,1996,911,1177,1350,1743,2454,2578,2753,2664,2393,1913,1440,1247,21750,21650,607.704387991,27410
AL,Coffee,USC00012675,1997,1054,1327,1959,1741,2173,2421,2754,2661,2544,2114,1229,1009,21380,21260,347.469426152,15390
AL,Coffee,USC00012675,1998,1134,1221,1417,1844,2538,2875,2824,2735,2533,2181,1801,1449,19800,19600,332.571428571,13580
AL,Coffee,USC00012675,1999,1279,1426,1520,2190,2287,2586,2738,2915,2476,2037,1658,1145,17900,17900,423.687150838,15800
AL,Coffee,USC00012675,2000,1139,1460,1839,1850,2579,2766,2949,2840,2475,2068,1462,772,19100,12000,248,6200
AL,Coffee,USC00012675,2001,856,1495,1399,2002,2390,2592,2747,2692,2395,1909,1895,1380,18000,16500,523.636363636,18000
AL,Coffee,USC00012675,2002,1132,1129,1587,2192,2406,2670,2777,2740,2647,2251,1312,1031,18200,16000,270,9000
AL,Coffee,USC00012675,2003,729,1246,1750,1956,2478,2647,2711,2708,2452,2042,1810,958,22700,22700,623.788546256,29500
AL,Coffee,USC00012675,2004,1006,993,1802,1853,2439,2612,2750,2648,2468,2220,1688,965,23500,23500,395.234042553,19350
AL,Coffee,USC00012675,2005,1195,1347,1322,1780,2276,2641,2796,2739,2673,2047,1630,959,17600,17600,706.363636364,25900
AL,Coffee,USC00012675,2006,1354,1107,1685,2179,2313,2713,2816,2862,2526,1877,1410,1309,20600,20000,573.6,23900
AL,Coffee,USC00012675,2007,996,1043,1667,1769,2299,2687,2763,2971,2594,2091,1456,1359,16500,16400,468.292682927,16000
AL,Coffee,USC00012675,2008,889,1274,1489,1932,2367,2755,2770,2657,2470,1864,1376,1324,11400,11000,571.636363636,13100
AL,Coffee,USC00012675,2009,1057,1029,1663,1838,2400,2782,2694,2643,2538,2018,1423,991,13600,12700,430.866141732,11400
